Company,Company response to consumer,Complaint ID,Consumer consent provided?,Consumer disputed?,Date Received,Date Submitted,Issue,Product,State,Sub-issue,Sub-product,Submitted via,Timely response?,ZIP code,Bottom of Gauge,complaints,Top of Gauge
Cumulus Financial,Closed with explanation,2917362,N/A,N/A,24-05-2018,25-04-2018,Attempts to collect debt not owed,Debt collection,OR,Debt is not yours,I do not know,Referral,Yes,97078,0,1,1
Cumulus Financial,Closed with explanation,2965445,N/A,N/A,17-07-2018,17-07-2018,Written notification about debt,Debt collection,OR,Didn't receive enough information to verify debt,Other debt,Referral,Yes,97008,0,1,1
Cumulus Financial,Closed with explanation,3178894,N/A,N/A,13-03-2019,13-03-2019,Attempts to collect debt not owed,Debt collection,NV,Debt is not yours,Auto debt,Referral,Yes,89002,0,1,1
Cumulus Financial,Closed with explanation,3427419,N/A,N/A,04-11-2019,04-11-2019,Written notification about debt,Debt collection,NV,Didn't receive enough information to verify debt,Mortgage debt,Referral,Yes,89123,0,1,1
Cumulus Financial,Closed with explanation,2804888,N/A,N/A,12-02-2018,06-02-2018,Written notification about debt,Debt collection,CO,Didn't receive enough information to verify debt,Other debt,Referral,Yes,80446,0,1,1
Cumulus Financial,Closed with explanation,2589318,N/A,N/A,28-07-2017,27-07-2017,Took or threatened to take negative or legal action,Debt collection,MO,Threatened to arrest you or take you to jail if you do not pay,Credit card debt,Referral,Yes,65536,0,1,1
Cumulus Financial,Closed with explanation,2911068,N/A,N/A,18-05-2018,18-05-2018,Attempts to collect debt not owed,Debt collection,MO,Debt was already discharged in bankruptcy and is no longer owed,Other debt,Referral,Yes,64132,0,1,1
Cumulus Financial,Closed with explanation,2826121,N/A,N/A,01-03-2018,26-02-2018,Written notification about debt,Debt collection,MO,Didn't receive enough information to verify debt,Other debt,Referral,Yes,63135,0,1,1
Cumulus Financial,Closed with explanation,3568198,N/A,N/A,16-03-2020,15-03-2020,Written notification about debt,Debt collection,WV,Didn't receive enough information to verify debt,Auto debt,Referral,Yes,26554,0,1,1
Cumulus Financial,Closed with explanation,3111040,N/A,N/A,27-12-2018,27-12-2018,Attempts to collect debt not owed,Debt collection,MD,Debt is not yours,Credit card debt,Referral,Yes,20850,0,1,1
Cumulus Financial,Closed with explanation,3181110,N/A,N/A,15-03-2019,14-03-2019,Attempts to collect debt not owed,Debt collection,MD,Debt is not yours,Credit card debt,Referral,Yes,21208,0,1,1
Cumulus Financial,Closed with explanation,2634827,N/A,N/A,16-08-2017,27-07-2017,False statements or representation,Debt collection,MD,Attempted to collect wrong amount,Credit card debt,Referral,Yes,20904,0,1,1
Cumulus Financial,Closed with explanation,3345851,N/A,N/A,19-08-2019,19-08-2019,Attempts to collect debt not owed,Debt collection,CA,Debt is not yours,Auto debt,Referral,Yes,91307,0,1,1
Cumulus Financial,Closed with explanation,2988319,N/A,N/A,10-08-2018,10-08-2018,Attempts to collect debt not owed,Debt collection,CA,Debt was paid,Credit card debt,Referral,Yes,93444,0,1,1
Cumulus Financial,Closed with explanation,3511685,N/A,N/A,28-01-2020,28-01-2020,Communication tactics,Debt collection,CA,Frequent or repeated calls,I do not know,Referral,Yes,95370,0,1,1
Cumulus Financial,Closed with explanation,3091154,N/A,N/A,04-12-2018,04-12-2018,Written notification about debt,Debt collection,CA,Didn't receive enough information to verify debt,I do not know,Referral,Yes,94901,0,1,1
Cumulus Financial,Closed with explanation,3488959,N/A,N/A,08-01-2020,08-01-2020,Written notification about debt,Debt collection,CA,Didn't receive enough information to verify debt,I do not know,Referral,Yes,90013,0,1,1
Cumulus Financial,Closed with explanation,2878563,N/A,N/A,17-04-2018,17-04-2018,Attempts to collect debt not owed,Debt collection,CA,Debt is not yours,Mortgage debt,Referral,Yes,90231,0,1,1
Cumulus Financial,Closed with explanation,2981144,N/A,N/A,02-08-2018,02-08-2018,Communication tactics,Debt collection,CA,Frequent or repeated calls,Mortgage debt,Referral,Yes,90012,0,1,1
Cumulus Financial,Closed with explanation,3422387,N/A,N/A,30-10-2019,30-10-2019,Written notification about debt,Debt collection,CA,Didn't receive enough information to verify debt,Mortgage debt,Referral,Yes,90220,0,1,1
Cumulus Financial,Closed with explanation,2586194,N/A,N/A,26-07-2017,26-07-2017,Attempts to collect debt not owed,Debt collection,CA,Debt is not yours,Other debt,Referral,Yes,93711,0,1,1
Cumulus Financial,Closed with explanation,3481272,N/A,N/A,30-12-2019,30-12-2019,Attempts to collect debt not owed,Debt collection,CA,Debt is not yours,Other debt,Referral,Yes,93401,0,1,1
Cumulus Financial,Closed with explanation,3045872,N/A,N/A,15-10-2018,12-10-2018,Attempts to collect debt not owed,Debt collection,CA,Debt was paid,Other debt,Referral,Yes,92069,0,1,1
Cumulus Financial,Closed with explanation,3555150,N/A,N/A,09-03-2020,05-03-2020,Attempts to collect debt not owed,Debt collection,CA,Debt was paid,Other debt,Referral,Yes,92630,0,1,1
Cumulus Financial,Closed with explanation,2685335,N/A,N/A,26-09-2017,26-09-2017,Written notification about debt,Debt collection,CA,Didn't receive enough information to verify debt,Other debt,Referral,Yes,95691,0,1,1
Cumulus Financial,Closed with explanation,3407061,N/A,N/A,16-10-2019,16-10-2019,Attempts to collect debt not owed,Debt collection,AR,Debt was paid,Auto debt,Referral,Yes,72022,0,1,1
Cumulus Financial,Closed with explanation,3004946,N/A,N/A,29-08-2018,29-08-2018,Communication tactics,Debt collection,TN,Frequent or repeated calls,Credit card debt,Referral,Yes,37813,0,1,1
Cumulus Financial,Closed with explanation,3024001,N/A,N/A,19-09-2018,19-09-2018,Written notification about debt,Debt collection,VA,Didn't receive enough information to verify debt,Credit card debt,Referral,Yes,22172,0,1,1
Cumulus Financial,Closed with explanation,3793938,N/A,N/A,21-08-2020,13-08-2020,Attempts to collect debt not owed,Debt collection,VA,Debt is not yours,I do not know,Referral,Yes,23059,0,1,1
Cumulus Financial,Closed with explanation,3635982,N/A,N/A,04-05-2020,01-05-2020,Written notification about debt,Debt collection,VA,Didn't receive notice of right to dispute,Other debt,Referral,Yes,23454,0,1,1
Cumulus Financial,Closed with explanation,3028503,N/A,N/A,25-09-2018,25-09-2018,Written notification about debt,Debt collection,NC,Didn't receive enough information to verify debt,Auto debt,Referral,Yes,28212,0,1,1
Cumulus Financial,Closed with explanation,2830390,N/A,N/A,01-03-2018,28-02-2018,Written notification about debt,Debt collection,NC,Didn't receive enough information to verify debt,Mortgage debt,Referral,Yes,27713,0,1,1
Cumulus Financial,Closed with explanation,3261477,N/A,N/A,01-06-2019,12-03-2019,Attempts to collect debt not owed,Debt collection,NC,Debt is not yours,Other debt,Referral,Yes,27377,0,1,1
Cumulus Financial,Closed with explanation,3178975,N/A,N/A,13-03-2019,13-03-2019,Written notification about debt,Debt collection,NM,Didn't receive enough information to verify debt,Mortgage debt,Referral,Yes,87105,0,1,1
Cumulus Financial,Closed with explanation,2734282,N/A,N/A,20-11-2017,20-11-2017,Written notification about debt,Debt collection,OK,Didn't receive enough information to verify debt,Credit card debt,Referral,Yes,74604,0,1,1
Cumulus Financial,Closed with explanation,2946130,N/A,N/A,26-06-2018,26-06-2018,Written notification about debt,Debt collection,OK,Didn't receive enough information to verify debt,Credit card debt,Referral,Yes,730XX,0,1,1
Cumulus Financial,Closed with explanation,3419573,N/A,N/A,28-10-2019,28-10-2019,Written notification about debt,Debt collection,LA,Didn't receive enough information to verify debt,Mortgage debt,Referral,Yes,70058,0,1,1
Cumulus Financial,Closed with explanation,3410319,N/A,N/A,18-10-2019,18-10-2019,Attempts to collect debt not owed,Debt collection,MS,Debt was paid,Credit card debt,Referral,Yes,38611,0,1,1
Cumulus Financial,Closed with explanation,3325766,N/A,N/A,02-08-2019,01-08-2019,Written notification about debt,Debt collection,SC,Didn't receive enough information to verify debt,Credit card debt,Referral,Yes,295XX,0,1,1
Cumulus Financial,Closed with explanation,3325810,N/A,N/A,02-08-2019,01-08-2019,Written notification about debt,Debt collection,SC,Didn't receive enough information to verify debt,Credit card debt,Referral,Yes,295XX,0,1,1
Cumulus Financial,Closed with explanation,3325814,N/A,N/A,02-08-2019,01-08-2019,Written notification about debt,Debt collection,SC,Didn't receive enough information to verify debt,I do not know,Referral,Yes,295XX,0,1,1
Cumulus Financial,Closed with explanation,3325824,N/A,N/A,05-08-2019,01-08-2019,Written notification about debt,Debt collection,SC,Didn't receive enough information to verify debt,I do not know,Referral,Yes,295XX,0,1,1
Cumulus Financial,Closed with explanation,2983528,N/A,N/A,06-08-2018,06-08-2018,Attempts to collect debt not owed,Debt collection,SC,Debt was paid,Other debt,Referral,Yes,29229,0,1,1
Cumulus Financial,Closed with explanation,3487951,N/A,N/A,07-01-2020,07-01-2020,Attempts to collect debt not owed,Debt collection,TX,Debt is not yours,Auto debt,Referral,Yes,79701,0,1,1
Cumulus Financial,Closed with explanation,2667748,N/A,N/A,08-09-2017,06-09-2017,Written notification about debt,Debt collection,TX,Didn't receive enough information to verify debt,Credit card debt,Referral,Yes,750XX,0,1,1
Cumulus Financial,Closed with explanation,3172078,N/A,N/A,07-03-2019,07-03-2019,Written notification about debt,Debt collection,TX,Didn't receive enough information to verify debt,Mortgage debt,Referral,Yes,77099,0,1,1
Cumulus Financial,Closed with explanation,3621833,N/A,N/A,24-04-2020,20-04-2020,Written notification about debt,Debt collection,TX,Didn't receive enough information to verify debt,Mortgage debt,Referral,Yes,75771,0,1,1
Cumulus Financial,Closed with explanation,3661055,N/A,N/A,20-05-2020,20-05-2020,Attempts to collect debt not owed,Debt collection,TX,Debt is not yours,Other debt,Referral,Yes,75241,0,1,1
Cumulus Financial,Closed with explanation,3261632,N/A,N/A,01-06-2019,09-03-2019,Written notification about debt,Debt collection,TX,Didn't receive enough information to verify debt,Other debt,Referral,Yes,75703,0,1,1
Cumulus Financial,Closed with explanation,2491724,N/A,N/A,23-05-2017,23-05-2017,Written notification about debt,Debt collection,GA,Didn't receive enough information to verify debt,Credit card debt,Referral,Yes,30349,0,1,1
Cumulus Financial,Closed with explanation,2492061,N/A,N/A,24-05-2017,23-05-2017,Written notification about debt,Debt collection,GA,Didn't receive enough information to verify debt,Credit card debt,Referral,Yes,30349,0,1,1
Cumulus Financial,Closed with explanation,2492064,N/A,N/A,24-05-2017,23-05-2017,Written notification about debt,Debt collection,GA,Didn't receive enough information to verify debt,Credit card debt,Referral,Yes,30349,0,1,1
Cumulus Financial,Closed with explanation,2672208,N/A,N/A,20-09-2017,13-09-2017,Written notification about debt,Debt collection,GA,Didn't receive enough information to verify debt,Credit card debt,Referral,Yes,31601,0,1,1
Cumulus Financial,Closed with explanation,2707321,N/A,N/A,20-10-2017,20-10-2017,Written notification about debt,Debt collection,GA,Didn't receive enough information to verify debt,Credit card debt,Referral,Yes,30236,0,1,1
Cumulus Financial,Closed with explanation,2864416,N/A,N/A,07-04-2018,04-04-2018,Written notification about debt,Debt collection,GA,Didn't receive enough information to verify debt,Credit card debt,Referral,Yes,30019,0,1,1
Cumulus Financial,Closed with explanation,3358168,N/A,N/A,29-08-2019,29-08-2019,Written notification about debt,Debt collection,GA,Didn't receive enough information to verify debt,Credit card debt,Referral,Yes,30021,0,1,1
Cumulus Financial,Closed with explanation,3098404,N/A,N/A,12-12-2018,12-12-2018,Written notification about debt,Debt collection,GA,Didn't receive enough information to verify debt,I do not know,Referral,Yes,30060,0,1,1
Cumulus Financial,Closed with explanation,3066768,N/A,N/A,06-11-2018,06-11-2018,Written notification about debt,Debt collection,GA,Didn't receive enough information to verify debt,Medical debt,Referral,Yes,30214,0,1,1
Cumulus Financial,Closed with explanation,2561483,N/A,N/A,28-06-2017,28-06-2017,Took or threatened to take negative or legal action,Debt collection,GA,Seized or attempted to seize your property,Mortgage debt,Referral,Yes,30316,0,1,1
Cumulus Financial,Closed with explanation,3306892,N/A,N/A,15-07-2019,15-07-2019,Written notification about debt,Debt collection,GA,Didn't receive enough information to verify debt,Mortgage debt,Referral,Yes,30038,0,1,1
Cumulus Financial,Closed with explanation,3307225,N/A,N/A,18-07-2019,15-07-2019,Written notification about debt,Debt collection,GA,Didn't receive enough information to verify debt,Mortgage debt,Referral,Yes,30038,0,1,1
Cumulus Financial,Closed with explanation,2582604,N/A,N/A,25-07-2017,21-07-2017,Attempts to collect debt not owed,Debt collection,GA,Debt was already discharged in bankruptcy and is no longer owed,Other debt,Referral,Yes,30127,0,1,1
Cumulus Financial,Closed with explanation,2793140,N/A,N/A,29-01-2018,25-01-2018,False statements or representation,Debt collection,GA,Attempted to collect wrong amount,Other debt,Referral,Yes,303XX,0,1,1
Cumulus Financial,Closed with explanation,3609325,N/A,N/A,16-04-2020,16-04-2020,Written notification about debt,Debt collection,GA,Didn't receive enough information to verify debt,Other debt,Referral,Yes,30088,0,1,1
Cumulus Financial,Closed with explanation,3227715,N/A,N/A,30-04-2019,30-04-2019,Written notification about debt,Debt collection,FL,Didn't receive notice of right to dispute,Auto debt,Referral,Yes,32114,0,1,1
Cumulus Financial,Closed with explanation,2833739,N/A,N/A,05-03-2018,02-03-2018,Attempts to collect debt not owed,Debt collection,FL,Debt is not yours,Credit card debt,Referral,Yes,33322,0,1,1
Cumulus Financial,Closed with explanation,3094258,N/A,N/A,11-12-2018,07-12-2018,Written notification about debt,Debt collection,FL,Didn't receive enough information to verify debt,Credit card debt,Referral,Yes,33309,0,1,1
Cumulus Financial,Closed with explanation,3207018,N/A,N/A,16-04-2019,09-04-2019,Attempts to collect debt not owed,Debt collection,FL,Debt is not yours,I do not know,Referral,Yes,33136,0,1,1
Cumulus Financial,Closed with explanation,3460543,N/A,N/A,06-12-2019,06-12-2019,Written notification about debt,Debt collection,FL,Didn't receive enough information to verify debt,I do not know,Referral,Yes,347XX,0,1,1
Cumulus Financial,Closed with explanation,3669249,N/A,N/A,01-06-2020,26-05-2020,Written notification about debt,Debt collection,FL,Didn't receive enough information to verify debt,I do not know,Referral,Yes,34472,0,1,1
Cumulus Financial,Closed with explanation,2794827,N/A,N/A,26-01-2018,24-01-2018,Written notification about debt,Debt collection,FL,Didn't receive enough information to verify debt,Mortgage debt,Referral,Yes,34286,0,1,1
Cumulus Financial,Closed with explanation,3480723,N/A,N/A,30-12-2019,30-12-2019,Written notification about debt,Debt collection,FL,Didn't receive enough information to verify debt,Mortgage debt,Referral,Yes,33543,0,1,1
Cumulus Financial,Closed with explanation,2822999,N/A,N/A,22-02-2018,22-02-2018,False statements or representation,Debt collection,FL,Attempted to collect wrong amount,Other debt,Referral,Yes,32779,0,1,1
Cumulus Financial,Closed with explanation,2650334,N/A,N/A,24-08-2017,24-08-2017,Took or threatened to take negative or legal action,Debt collection,FL,Threatened or suggested your credit would be damaged,Other debt,Referral,Yes,33873,0,1,1
Cumulus Financial,Closed with explanation,2721897,N/A,N/A,06-11-2017,06-11-2017,Written notification about debt,Debt collection,FL,Didn't receive enough information to verify debt,Other debt,Referral,Yes,32304,0,1,1
Cumulus Financial,Closed with explanation,2970165,N/A,N/A,25-07-2018,23-07-2018,Written notification about debt,Debt collection,FL,Didn't receive enough information to verify debt,Other debt,Referral,Yes,33023,0,1,1
Cumulus Financial,Closed with explanation,3099186,N/A,N/A,13-12-2018,13-12-2018,Written notification about debt,Debt collection,FL,Didn't receive enough information to verify debt,Other debt,Referral,Yes,34745,0,1,1
Cumulus Financial,Closed with monetary relief,2773244,N/A,N/A,07-01-2018,05-01-2018,Communication tactics,Debt collection,NY,Frequent or repeated calls,Credit card debt,Referral,Yes,10029,0,1,1
Cumulus Financial,Closed with monetary relief,2688199,N/A,N/A,11-10-2017,29-09-2017,Written notification about debt,Debt collection,RI,Didn't receive enough information to verify debt,Credit card debt,Referral,Yes,2813,0,1,1
Cumulus Financial,Closed with monetary relief,2501865,N/A,N/A,05-06-2017,05-06-2017,Communication tactics,Debt collection,IL,Frequent or repeated calls,Credit card debt,Referral,Yes,60629,0,1,1
Cumulus Financial,Closed with monetary relief,3419900,N/A,N/A,28-10-2019,28-10-2019,Attempts to collect debt not owed,Debt collection,NJ,Debt was paid,Credit card debt,Referral,Yes,7701,0,1,1
Cumulus Financial,Closed with monetary relief,2563347,N/A,N/A,03-07-2017,30-06-2017,Written notification about debt,Debt collection,OR,Didn't receive enough information to verify debt,Credit card debt,Referral,Yes,97364,0,1,1
Cumulus Financial,Closed with monetary relief,3744294,N/A,N/A,14-07-2020,14-07-2020,Written notification about debt,Debt collection,OR,Didn't receive enough information to verify debt,Credit card debt,Referral,Yes,97013,0,1,1
Cumulus Financial,Closed with monetary relief,3295279,N/A,N/A,03-07-2019,02-07-2019,Written notification about debt,Debt collection,CA,Didn't receive enough information to verify debt,Credit card debt,Referral,Yes,953XX,0,1,1
Cumulus Financial,Closed with monetary relief,2497887,N/A,N/A,31-05-2017,31-05-2017,Attempts to collect debt not owed,Debt collection,CA,Debt was already discharged in bankruptcy and is no longer owed,Mortgage debt,Referral,Yes,95472,0,1,1
Cumulus Financial,Closed with monetary relief,2847671,N/A,N/A,22-03-2018,19-03-2018,Written notification about debt,Debt collection,AL,Didn't receive enough information to verify debt,Other debt,Referral,Yes,36703,0,1,1
Cumulus Financial,Closed with non-monetary relief,2841528,N/A,N/A,13-03-2018,07-03-2018,Communication tactics,Debt collection,Unknown,Frequent or repeated calls,Other debt,Referral,Yes,,0,1,1
Cumulus Financial,Closed with non-monetary relief,3168964,N/A,N/A,04-03-2019,04-03-2019,Attempts to collect debt not owed,Debt collection,WA,Debt was result of identity theft,Credit card debt,Referral,Yes,98271,0,1,1
Cumulus Financial,Closed with non-monetary relief,2928462,N/A,N/A,06-06-2018,06-06-2018,Attempts to collect debt not owed,Debt collection,WA,Debt is not yours,Other debt,Referral,Yes,98292,0,1,1
Cumulus Financial,Closed with non-monetary relief,3239293,N/A,N/A,11-05-2019,11-05-2019,Attempts to collect debt not owed,Debt collection,MI,Debt was result of identity theft,Credit card debt,Referral,Yes,48127,0,1,1
Cumulus Financial,Closed with non-monetary relief,3296926,N/A,N/A,05-07-2019,05-07-2019,Communication tactics,Debt collection,NY,Frequent or repeated calls,Credit card debt,Referral,Yes,11214,0,1,1
Cumulus Financial,Closed with non-monetary relief,2667691,N/A,N/A,08-09-2017,07-09-2017,Took or threatened to take negative or legal action,Debt collection,NY,Collected or attempted to collect exempt funds,Other debt,Referral,Yes,10467,0,1,1
Cumulus Financial,Closed with non-monetary relief,2902373,N/A,N/A,10-05-2018,10-05-2018,Written notification about debt,Debt collection,NY,Didn't receive enough information to verify debt,Other debt,Referral,Yes,11421,0,1,1
Cumulus Financial,Closed with non-monetary relief,3202965,N/A,N/A,26-04-2019,05-04-2019,Attempts to collect debt not owed,Debt collection,IL,Debt is not yours,I do not know,Referral,Yes,60651,0,1,1
Cumulus Financial,Closed with non-monetary relief,2597591,N/A,N/A,07-08-2017,07-08-2017,False statements or representation,Debt collection,OH,Attempted to collect wrong amount,Other debt,Referral,Yes,43615,0,1,1
Cumulus Financial,Closed with non-monetary relief,3814250,N/A,N/A,26-08-2020,26-08-2020,Communication tactics,Debt collection,NJ,Frequent or repeated calls,I do not know,Referral,Yes,8724,0,1,1
Cumulus Financial,Closed with non-monetary relief,2893371,N/A,N/A,01-05-2018,01-05-2018,Written notification about debt,Debt collection,NJ,Didn't receive enough information to verify debt,I do not know,Referral,Yes,8057,0,1,1
Cumulus Financial,Closed with non-monetary relief,2564658,N/A,N/A,03-07-2017,30-06-2017,Communication tactics,Debt collection,OR,Frequent or repeated calls,Credit card debt,Referral,Yes,97008,0,1,1
Cumulus Financial,Closed with non-monetary relief,2584265,N/A,N/A,31-07-2017,25-07-2017,Written notification about debt,Debt collection,NV,Didn't receive enough information to verify debt,Credit card debt,Referral,Yes,89048,0,1,1
Cumulus Financial,Closed with non-monetary relief,3027957,N/A,N/A,24-09-2018,24-09-2018,Took or threatened to take negative or legal action,Debt collection,DE,Collected or attempted to collect exempt funds,Credit card debt,Referral,Yes,19808,0,1,1
Cumulus Financial,Closed with non-monetary relief,3332343,N/A,N/A,07-08-2019,07-08-2019,Attempts to collect debt not owed,Debt collection,CA,Debt is not yours,Credit card debt,Referral,Yes,90278,0,1,1
Cumulus Financial,Closed with non-monetary relief,3726862,N/A,N/A,02-07-2020,02-07-2020,Attempts to collect debt not owed,Debt collection,CA,Debt was result of identity theft,Credit card debt,Referral,Yes,92806,0,1,1
Cumulus Financial,Closed with non-monetary relief,2646512,N/A,N/A,21-08-2017,21-08-2017,Written notification about debt,Debt collection,CA,Didn't receive enough information to verify debt,Credit card debt,Referral,Yes,93311,0,1,1
Cumulus Financial,Closed with non-monetary relief,2741842,N/A,N/A,07-12-2017,28-11-2017,Written notification about debt,Debt collection,CA,Didn't receive enough information to verify debt,I do not know,Referral,Yes,92863,0,1,1
Cumulus Financial,Closed with non-monetary relief,3489027,N/A,N/A,08-01-2020,08-01-2020,Written notification about debt,Debt collection,CA,Didn't receive enough information to verify debt,Other debt,Referral,Yes,91354,0,1,1
Cumulus Financial,Closed with non-monetary relief,3275537,N/A,N/A,14-06-2019,14-06-2019,Communication tactics,Debt collection,AZ,Frequent or repeated calls,Other debt,Referral,Yes,86018,0,1,1
Cumulus Financial,Closed with non-monetary relief,2813827,N/A,N/A,13-02-2018,13-02-2018,Attempts to collect debt not owed,Debt collection,VA,Debt was result of identity theft,Credit card debt,Referral,Yes,23462,0,1,1
Cumulus Financial,Closed with non-monetary relief,2642427,N/A,N/A,22-08-2017,09-08-2017,Written notification about debt,Debt collection,VA,Didn't receive enough information to verify debt,Credit card debt,Referral,Yes,23456,0,1,1
Cumulus Financial,Closed with non-monetary relief,3546500,N/A,N/A,27-02-2020,25-02-2020,Communication tactics,Debt collection,TX,Frequent or repeated calls,Credit card debt,Referral,Yes,75138,0,1,1
Cumulus Financial,Closed with non-monetary relief,3005112,N/A,N/A,04-09-2018,29-08-2018,Written notification about debt,Debt collection,GA,Didn't receive enough information to verify debt,Credit card debt,Referral,Yes,30083,0,1,1
Cumulus Financial,Closed with non-monetary relief,3005113,N/A,N/A,04-09-2018,29-08-2018,Written notification about debt,Debt collection,GA,Didn't receive enough information to verify debt,Credit card debt,Referral,Yes,30083,0,1,1
Cumulus Financial,Closed with non-monetary relief,2672201,N/A,N/A,19-09-2017,13-09-2017,Written notification about debt,Debt collection,GA,Didn't receive enough information to verify debt,I do not know,Referral,Yes,31601,0,1,1
Cumulus Financial,Closed with non-monetary relief,2879673,N/A,N/A,18-04-2018,18-04-2018,Written notification about debt,Debt collection,GA,Didn't receive enough information to verify debt,Other debt,Referral,Yes,31150,0,1,1
Cumulus Financial,Closed with non-monetary relief,2693375,N/A,N/A,04-10-2017,04-10-2017,Attempts to collect debt not owed,Debt collection,FL,Debt was paid,Auto debt,Referral,Yes,33612,0,1,1
Cumulus Financial,Closed with non-monetary relief,3037559,N/A,N/A,04-10-2018,04-10-2018,Written notification about debt,Debt collection,FL,Didn't receive enough information to verify debt,Credit card debt,Referral,Yes,33312,0,1,1
Cumulus Financial,Closed with non-monetary relief,2552118,N/A,N/A,20-06-2017,19-06-2017,Written notification about debt,Debt collection,FL,Didn't receive enough information to verify debt,I do not know,Referral,Yes,33446,0,1,1
Cumulus Financial,Closed with non-monetary relief,2598436,N/A,N/A,08-08-2017,07-08-2017,Attempts to collect debt not owed,Debt collection,FL,Debt was already discharged in bankruptcy and is no longer owed,Other debt,Referral,Yes,33162,0,1,1
Cumulus Financial,Closed with explanation,2837167,N/A,N/A,08-03-2018,08-03-2018,Applying for a mortgage or refinancing an existing mortgage,Mortgage,Unknown,Unknown,Conventional home mortgage,Referral,Yes,,0,1,1
Cumulus Financial,Closed with explanation,3030641,N/A,N/A,27-09-2018,20-09-2018,Applying for a mortgage or refinancing an existing mortgage,Mortgage,Unknown,Unknown,Conventional home mortgage,Referral,Yes,,0,1,1
Cumulus Financial,Closed with explanation,3456504,N/A,N/A,03-12-2019,03-12-2019,Applying for a mortgage or refinancing an existing mortgage,Mortgage,Unknown,Unknown,Conventional home mortgage,Referral,Yes,,0,1,1
Cumulus Financial,Closed with explanation,3609275,N/A,N/A,16-04-2020,15-04-2020,Applying for a mortgage or refinancing an existing mortgage,Mortgage,Unknown,Unknown,Conventional home mortgage,Referral,Yes,99999,0,1,1
Cumulus Financial,Closed with explanation,3807791,N/A,N/A,21-08-2020,19-08-2020,Applying for a mortgage or refinancing an existing mortgage,Mortgage,Unknown,Unknown,Conventional home mortgage,Referral,Yes,,0,1,1
Cumulus Financial,Closed with explanation,3875497,N/A,N/A,01-10-2020,29-09-2020,Applying for a mortgage or refinancing an existing mortgage,Mortgage,Unknown,Unknown,Conventional home mortgage,Referral,Yes,,0,1,1
Cumulus Financial,Closed with explanation,3229071,N/A,N/A,01-05-2019,15-02-2019,Closing on a mortgage,Mortgage,Unknown,Unknown,Conventional home mortgage,Referral,Yes,,0,1,1
Cumulus Financial,Closed with explanation,3496569,N/A,N/A,14-01-2020,13-01-2020,Closing on a mortgage,Mortgage,Unknown,Unknown,Conventional home mortgage,Referral,Yes,,0,1,1
Cumulus Financial,Closed with explanation,2573386,N/A,N/A,13-07-2017,13-07-2017,Struggling to pay mortgage,Mortgage,Unknown,Unknown,Conventional home mortgage,Referral,Yes,,0,1,1
Cumulus Financial,Closed with explanation,2742868,N/A,N/A,30-11-2017,08-11-2017,Struggling to pay mortgage,Mortgage,Unknown,Unknown,Conventional home mortgage,Referral,Yes,,0,1,1
Cumulus Financial,Closed with explanation,2878670,N/A,N/A,17-04-2018,30-03-2018,Struggling to pay mortgage,Mortgage,Unknown,Unknown,Conventional home mortgage,Referral,Yes,,0,1,1
Cumulus Financial,Closed with explanation,2906485,N/A,N/A,14-05-2018,06-04-2018,Struggling to pay mortgage,Mortgage,Unknown,Unknown,Conventional home mortgage,Referral,Yes,,0,1,1
Cumulus Financial,Closed with explanation,2909446,N/A,N/A,16-05-2018,15-05-2018,Struggling to pay mortgage,Mortgage,Unknown,Unknown,Conventional home mortgage,Referral,Yes,,0,1,1
Cumulus Financial,Closed with explanation,2974166,N/A,N/A,26-07-2018,20-07-2018,Struggling to pay mortgage,Mortgage,Unknown,Unknown,Conventional home mortgage,Referral,Yes,,0,1,1
Cumulus Financial,Closed with explanation,3000327,N/A,N/A,23-08-2018,23-08-2018,Struggling to pay mortgage,Mortgage,Unknown,Unknown,Conventional home mortgage,Referral,Yes,,0,1,1
Cumulus Financial,Closed with explanation,3000421,N/A,N/A,23-08-2018,23-08-2018,Struggling to pay mortgage,Mortgage,Unknown,Unknown,Conventional home mortgage,Referral,Yes,,0,1,1
Cumulus Financial,Closed with explanation,3022336,N/A,N/A,18-09-2018,18-09-2018,Struggling to pay mortgage,Mortgage,Unknown,Unknown,Conventional home mortgage,Referral,Yes,,0,1,1
Cumulus Financial,Closed with explanation,3042870,N/A,N/A,11-10-2018,10-10-2018,Struggling to pay mortgage,Mortgage,Unknown,Unknown,Conventional home mortgage,Referral,Yes,,0,1,1
Cumulus Financial,Closed with explanation,3044803,N/A,N/A,12-10-2018,12-10-2018,Struggling to pay mortgage,Mortgage,Unknown,Unknown,Conventional home mortgage,Referral,Yes,,0,1,1
Cumulus Financial,Closed with explanation,3048623,N/A,N/A,17-10-2018,17-10-2018,Struggling to pay mortgage,Mortgage,Unknown,Unknown,Conventional home mortgage,Referral,Yes,,0,1,1
Cumulus Financial,Closed with explanation,3051119,N/A,N/A,19-10-2018,19-10-2018,Struggling to pay mortgage,Mortgage,Unknown,Unknown,Conventional home mortgage,Referral,Yes,,0,1,1
Cumulus Financial,Closed with explanation,3053415,N/A,N/A,22-10-2018,16-10-2018,Struggling to pay mortgage,Mortgage,Unknown,Unknown,Conventional home mortgage,Referral,Yes,,0,1,1
Cumulus Financial,Closed with explanation,3056512,N/A,N/A,25-10-2018,23-10-2018,Struggling to pay mortgage,Mortgage,Unknown,Unknown,Conventional home mortgage,Referral,Yes,,0,1,1
